;index;date;couleur des yeux;age;exp;salaire;sexe;diplome;métier;note;dispo;embauche;ville d'origine
8263;8263;12/06/2011;Bleu;36.0;14.0;35943.0;F;licence;Data Engineer;70.22;oui;0;5
8264;8264;11/02/2012;Hazel;41.0;5.0;28416.0;F;master;Data Engineer;100.58;oui;0;2
8265;8265;31/05/2013;Bleu;53.0;13.0;32854.0;F;master;Data Analyst;84.66;non;0;5
8266;8266;10/04/2014;Bleu;47.0;13.0;33582.0;F;licence;Data Analyst;85.25;non;0;1
8267;8267;10/10/2013;Hazel;44.0;10.0;45885.0;M;licence;Data Analyst;62.4;oui;0;4
8268;8268;19/01/2012;Marron;22.0;8.0;42672.0;F;bac;Data Scientist;56.91;non;0;3
8269;8269;03/05/2012;Marron;24.0;16.0;42710.0;F;master;Data Engineer;60.08;non;1;8
8270;8270;04/12/2010;Bleu;55.0;10.0;34454.0;M;licence;Data Scientist;78.77;non;0;1
8271;8271;06/06/2012;Bleu;36.0;8.0;38887.0;M;licence;Data Scientist;60.81;oui;0;3
8272;8272;24/05/2012;Bleu;26.0;9.0;33306.0;F;bac;Data Scientist;70.89;non;0;8
8273;8273;23/11/2010;Bleu;47.0;10.0;32216.0;M;master;Data Scientist;78.74;non;0;4
8274;8274;09/07/2013;Marron;36.0;9.0;33075.0;F;master;Data Scientist;90.87;non;0;13
8275;8275;03/01/2013;Marron;20.0;13.0;26326.0;F;doctorat;Data Engineer;108.07;oui;0;1
8276;8276;25/01/2012;Marron;59.0;12.0;40473.0;F;licence;Data Steward;65.93;oui;0;12
8277;8277;03/06/2014;Hazel;35.0;12.0;30039.0;M;master;Data Scientist;74.74;non;1;2
8278;8278;13/07/2011;Hazel;28.0;10.0;40437.0;F;licence;Data Engineer;67.31;non;0;15
8279;8279;14/12/2010;Marron;58.0;11.0;32229.0;F;bac;Data Steward;57.44;non;1;5
8280;8280;07/10/2011;Vert;23.0;8.0;33449.0;M;licence;Data Scientist;82.33;non;0;5
8281;8281;08/02/2012;Marron;28.0;10.0;33217.0;M;doctorat;Data Engineer;72.52;oui;0;6
8282;8282;13/02/2013;Vert;15.0;11.0;41261.0;M;licence;Data Engineer;94.66;oui;0;10
8283;8283;16/02/2012;Marron;29.0;13.0;35333.0;F;master;Data Scientist;72.95;non;0;7
8284;8284;11/06/2013;Bleu;25.0;12.0;37441.0;F;licence;Data Analyst;71.53;non;0;8
8285;8285;04/03/2013;Hazel;41.0;10.0;41905.0;M;licence;Data Scientist;;non;0;2
8286;8286;28/08/2010;Hazel;42.0;9.0;31927.0;F;master;Data Engineer;74.15;non;0;3
8287;8287;04/06/2012;Marron;33.0;13.0;34131.0;F;doctorat;Data Engineer;101.18;oui;0;5
8288;8288;11/06/2010;Hazel;25.0;9.0;37310.0;M;master;Data Engineer;101.08;oui;0;7
8289;8289;16/03/2012;Bleu;36.0;6.0;37136.0;M;bac;Data Scientist;48.51;non;0;10
8290;8290;26/12/2014;Marron;37.0;8.0;36009.0;F;master;Data Scientist;84.75;non;0;4
8291;8291;30/12/2011;Bleu;37.0;6.0;31804.0;M;master;Data Scientist;65.81;non;0;2
8292;8292;15/10/2013;Bleu;27.0;14.0;40285.0;M;licence;Data Scientist;55.2;non;1;13
8293;8293;29/08/2014;Hazel;47.0;8.0;34860.0;M;licence;Data Scientist;37.22;non;0;14
8294;8294;13/05/2014;Vert;25.0;17.0;31121.0;F;bac;Data Scientist;46.17;non;0;6
8295;8295;14/06/2014;Marron;38.0;10.0;33262.0;F;licence;Data Scientist;78.91;non;0;4
8296;8296;17/01/2012;Bleu;35.0;9.0;30431.0;M;master;Data Scientist;91.06;non;0;8
8297;8297;24/05/2012;Hazel;35.0;8.0;39233.0;M;master;Data Engineer;77.23;oui;0;15
8298;8298;22/11/2010;Bleu;22.0;6.0;29356.0;F;licence;Data Analyst;89.38;non;0;6
8299;8299;03/12/2014;Hazel;53.0;5.0;26846.0;F;master;Data Scientist;98.75;non;0;12
8300;8300;28/08/2011;Bleu;41.0;6.0;35300.0;F;licence;Data Engineer;59.35;non;0;5
8301;8301;24/12/2011;Hazel;22.0;12.0;41675.0;M;licence;Data Engineer;59.86;oui;0;10
8302;8302;10/08/2014;Marron;35.0;12.0;46329.0;M;master;Data Analyst;52.88;oui;0;4
8303;8303;24/05/2013;Bleu;38.0;12.0;41431.0;M;licence;Data Engineer;56.13;oui;0;3
8304;8304;25/06/2010;Bleu;46.0;10.0;30416.0;M;master;Data Scientist;110.67;oui;0;6
8305;8305;06/01/2010;Bleu;43.0;12.0;38392.0;M;bac;Data Scientist;61.14;non;0;12
8306;8306;07/05/2010;Hazel;29.0;8.0;36428.0;M;master;Data Analyst;58.24;non;0;2
8307;8307;21/07/2014;Vert;21.0;5.0;36018.0;M;licence;Data Scientist;99.5;oui;1;7
8308;8308;09/07/2014;Marron;38.0;12.0;35643.0;F;doctorat;Data Engineer;88.16;oui;0;12
8309;8309;07/05/2013;Bleu;35.0;8.0;41033.0;M;licence;Data Scientist;61.8;non;0;6
8310;8310;14/11/2014;Marron;50.0;6.0;31646.0;F;master;Data Analyst;86.6;non;0;7
8311;8311;18/08/2012;Hazel;24.0;11.0;33876.0;M;licence;Data Scientist;68.47;non;0;7
8312;8312;08/10/2012;Bleu;34.0;4.0;32226.0;F;licence;Data Engineer;67.48;non;1;12
8313;8313;14/08/2014;Hazel;36.0;13.0;35349.0;F;licence;;67.32;non;1;2
8314;8314;20/05/2010;Bleu;32.0;12.0;27937.0;M;licence;Data Scientist;71.24;non;0;15
8315;8315;01/12/2013;Bleu;35.0;3.0;40658.0;M;bac;Data Scientist;50.55;non;0;3
8316;8316;12/07/2011;Marron;26.0;9.0;37224.0;M;master;Data Scientist;56.69;non;0;8
8317;8317;18/10/2010;Bleu;26.0;6.0;28844.0;F;master;Data Analyst;96.87;non;0;1
8318;8318;16/06/2013;Bleu;38.0;5.0;27857.0;F;licence;Data Analyst;110.77;non;0;2
8319;8319;26/01/2014;Marron;33.0;12.0;32545.0;M;doctorat;Data Analyst;91.33;oui;0;7
8320;8320;10/04/2012;Hazel;31.0;10.0;27191.0;F;master;Data Analyst;77.36;non;0;13
8321;8321;24/01/2014;Bleu;34.0;3.0;43072.0;M;bac;Data Scientist;54.1;non;0;4
8322;8322;29/08/2012;Bleu;38.0;9.0;31752.0;F;licence;Data Analyst;92.99;non;0;14
8323;8323;07/06/2011;;31.0;7.0;34182.0;M;licence;Data Scientist;73.11;non;0;2
8324;8324;22/06/2013;Bleu;23.0;5.0;38594.0;M;master;Data Analyst;91.77;oui;0;4
8325;8325;02/06/2012;Marron;34.0;8.0;36085.0;F;licence;Data Scientist;59.1;non;0;8
8326;8326;17/11/2013;Bleu;28.0;11.0;34988.0;M;licence;Data Engineer;72.97;oui;0;15
8327;8327;08/02/2014;Bleu;15.0;8.0;38567.0;M;licence;Data Engineer;56.48;oui;0;12
8328;8328;24/10/2012;Marron;35.0;12.0;27512.0;F;doctorat;Data Scientist;72.45;non;0;13
8329;8329;07/11/2012;Hazel;;10.0;32983.0;F;master;Data Scientist;100.76;non;0;8
8330;8330;06/01/2013;Vert;34.0;11.0;33827.0;M;master;Data Scientist;76.98;oui;0;8
8331;8331;18/06/2011;Marron;16.0;11.0;36238.0;F;master;Data Analyst;58.88;non;1;1
8332;8332;18/08/2010;Vert;47.0;11.0;35587.0;M;licence;Data Scientist;56.94;non;0;11
8333;8333;08/08/2013;Marron;56.0;7.0;30293.0;F;doctorat;Data Engineer;98.8;oui;0;3
8334;8334;15/05/2014;Bleu;45.0;9.0;42855.0;M;bac;Data Analyst;70.46;non;0;5
8335;8335;16/04/2013;Marron;28.0;7.0;35303.0;F;master;Data Scientist;64.01;non;0;8
8336;8336;16/07/2014;Hazel;26.0;5.0;32722.0;M;licence;Data Scientist;89.43;non;0;3
8337;8337;02/01/2014;Hazel;50.0;7.0;41132.0;M;licence;Data Analyst;79.65;oui;1;2
8338;8338;29/06/2011;Bleu;49.0;6.0;33142.0;F;licence;Data Engineer;80.05;non;0;12
8339;8339;04/12/2013;Hazel;21.0;9.0;27861.0;M;doctorat;Data Engineer;87.03;oui;0;9
8340;8340;14/12/2013;Marron;33.0;8.0;31736.0;F;doctorat;Data Engineer;92.73;oui;0;1
8341;8341;29/01/2013;Bleu;39.0;13.0;28580.0;M;master;Data Analyst;77.96;oui;0;3
8342;8342;11/01/2010;Bleu;32.0;7.0;47611.0;M;bac;;27.83;non;0;3
8343;8343;13/11/2012;Bleu;35.0;8.0;33645.0;M;master;Data Scientist;95.39;oui;0;1
8344;8344;19/04/2012;Vert;30.0;12.0;38813.0;M;bac;Data Scientist;74.99;non;0;10
8345;8345;25/05/2010;Hazel;46.0;4.0;35420.0;M;doctorat;Data Scientist;78.68;oui;1;4
8346;8346;01/12/2010;Hazel;44.0;12.0;32905.0;F;master;Data Analyst;73.09;non;0;8
8347;8347;14/08/2014;Marron;45.0;9.0;29500.0;M;doctorat;Data Analyst;65.74;oui;0;10
8348;8348;31/10/2010;Marron;35.0;12.0;31788.0;M;doctorat;Data Scientist;80.48;oui;0;10
8349;8349;28/08/2012;Bleu;35.0;13.0;35068.0;F;licence;Data Scientist;66.06;non;0;1
8350;8350;20/04/2011;Marron;29.0;12.0;31154.0;F;master;Data Steward;81.71;non;0;8
8351;8351;29/04/2014;Hazel;28.0;15.0;35381.0;M;master;Data Analyst;85.53;oui;0;7
8352;8352;29/07/2014;Hazel;36.0;7.0;28421.0;F;licence;Data Scientist;75.8;non;0;1
8353;8353;01/05/2013;Marron;44.0;9.0;29798.0;M;doctorat;Data Scientist;93.23;oui;0;15
8354;8354;24/04/2013;Hazel;39.0;8.0;35441.0;M;master;Data Analyst;79.04;oui;1;15
8355;8355;09/06/2013;Marron;21.0;10.0;33424.0;M;doctorat;Data Analyst;81.74;oui;0;1
8356;8356;08/12/2010;Bleu;35.0;12.0;35902.0;M;licence;Data Scientist;83.32;non;0;7
8357;8357;21/02/2012;Bleu;32.0;10.0;27844.0;F;master;Data Analyst;85.73;non;0;9
8358;8358;10/11/2012;Bleu;29.0;4.0;31833.0;F;licence;Data Analyst;72.03;;0;7
8359;8359;01/03/2014;Marron;15.0;7.0;32548.0;F;licence;Data Scientist;56.31;non;0;8
8360;8360;04/10/2010;Bleu;40.0;5.0;34919.0;M;licence;Data Engineer;41.6;oui;0;12
8361;8361;03/10/2011;Bleu;27.0;13.0;34816.0;M;master;Data Scientist;95.64;oui;1;4
8362;8362;23/01/2013;Hazel;39.0;5.0;30133.0;M;master;Data Engineer;72.99;non;1;10
8363;8363;11/07/2014;Marron;4.0;12.0;36765.0;F;master;Data Engineer;71.38;oui;0;11
8364;8364;12/10/2013;Bleu;35.0;9.0;37300.0;M;licence;Data Engineer;75.3;oui;0;2
8365;8365;23/06/2014;Marron;38.0;11.0;46293.0;F;licence;Data Engineer;40.95;non;0;2
8366;8366;30/03/2012;Bleu;40.0;14.0;24956.0;M;master;Data Scientist;96.4;non;0;5
8367;8367;04/03/2010;Hazel;26.0;11.0;28957.0;M;master;Data Scientist;90.07;non;0;7
8368;8368;02/08/2011;Bleu;33.0;10.0;27540.0;M;licence;Data Scientist;72.85;non;0;2
8369;8369;06/04/2010;Marron;23.0;8.0;38976.0;M;master;Data Scientist;;non;0;6
8370;8370;18/04/2012;Bleu;29.0;7.0;36650.0;F;master;Data Scientist;75.57;oui;1;7
8371;8371;15/05/2014;Vert;17.0;10.0;38123.0;M;master;Data Scientist;104.32;oui;1;8
8372;8372;28/01/2012;Hazel;41.0;9.0;36383.0;F;bac;Data Scientist;70.84;non;0;13
8373;8373;07/10/2014;Bleu;14.0;7.0;30486.0;M;master;Data Scientist;93.7;non;0;2
8374;8374;25/02/2010;Hazel;35.0;10.0;39688.0;M;licence;Data Analyst;46.29;oui;0;6
8375;8375;08/11/2010;Marron;39.0;10.0;27712.0;M;master;Data Scientist;78.44;non;0;8
8376;8376;29/04/2013;Hazel;38.0;11.0;34331.0;F;master;Data Steward;77.03;oui;0;11
8377;8377;26/02/2012;Hazel;37.0;9.0;23230.0;F;doctorat;Data Analyst;99.85;non;0;7
8378;8378;17/03/2014;Marron;36.0;13.0;28428.0;F;doctorat;Data Steward;96.39;oui;0;7
8379;8379;12/03/2010;Hazel;43.0;12.0;42256.0;F;bac;Data Engineer;77.55;non;1;8
8380;8380;04/10/2013;Hazel;34.0;9.0;36953.0;M;licence;Data Engineer;85.55;oui;1;2
8381;8381;24/02/2012;Marron;35.0;9.0;42938.0;F;licence;Data Scientist;70.66;non;0;12
8382;8382;01/05/2013;Bleu;44.0;6.0;38912.0;M;licence;Data Analyst;65.15;non;0;4
8383;8383;28/03/2010;Vert;36.0;7.0;31507.0;M;bac;Data Scientist;55.09;non;0;8
8384;8384;19/08/2014;Hazel;43.0;12.0;35233.0;M;licence;Data Scientist;79.5;non;1;4
8385;8385;31/05/2013;Marron;34.0;6.0;31282.0;F;master;Data Scientist;57.22;non;1;14
8386;8386;18/02/2013;Marron;35.0;10.0;36503.0;F;doctorat;Data Engineer;87.8;oui;0;8
8387;8387;04/04/2011;Marron;32.0;9.0;39238.0;F;licence;Data Engineer;49.88;non;0;14
8388;8388;19/06/2013;Hazel;35.0;12.0;34224.0;M;licence;Data Analyst;66.42;non;0;4
8389;8389;23/07/2011;Hazel;35.0;7.0;32585.0;F;master;Data Engineer;79.41;non;0;7
8390;8390;10/04/2011;Vert;39.0;17.0;34964.0;M;bac;Data Scientist;83.14;non;0;11
8391;8391;14/06/2011;Hazel;28.0;11.0;38473.0;M;master;Data Engineer;81.9;oui;1;8
8392;8392;05/12/2010;Vert;34.0;10.0;35458.0;F;bac;Data Scientist;81.75;non;0;13
8393;8393;07/02/2012;Hazel;23.0;14.0;34054.0;M;master;Data Scientist;66.43;non;0;11
8394;8394;04/05/2013;Bleu;23.0;12.0;27539.0;M;licence;Data Scientist;82.17;non;0;6
8395;8395;17/09/2014;Hazel;52.0;10.0;37025.0;M;master;Data Engineer;70.21;oui;0;5
8396;8396;14/01/2011;Marron;18.0;8.0;33253.0;F;master;Data Analyst;102.03;oui;0;14
8397;8397;26/07/2011;Vert;31.0;15.0;34892.0;M;licence;Data Scientist;74.53;non;0;13
8398;8398;24/03/2012;Hazel;52.0;15.0;30095.0;M;master;Data Scientist;79.64;non;0;9
8399;8399;22/01/2013;Marron;28.0;11.0;33681.0;F;doctorat;Data Steward;85.6;oui;0;3
8400;8400;22/07/2010;Bleu;33.0;8.0;37540.0;M;licence;Data Scientist;60.21;non;0;14
8401;8401;31/12/2012;Bleu;32.0;12.0;40231.0;F;bac;Data Analyst;62.2;non;0;13
8402;8402;08/03/2014;Bleu;47.0;11.0;35726.0;M;licence;Data Scientist;62.64;non;0;9
8403;8403;26/05/2012;Bleu;44.0;12.0;27070.0;M;doctorat;Data Analyst;110.07;oui;0;2
8404;8404;03/10/2014;Hazel;40.0;9.0;34023.0;M;licence;Data Scientist;55.35;non;0;12
8405;8405;08/08/2011;Hazel;21.0;9.0;33774.0;M;licence;Data Analyst;64.42;non;0;10
8406;8406;08/10/2014;Bleu;43.0;5.0;42698.0;;bac;Data Analyst;57.67;non;0;11
8407;8407;26/02/2014;Hazel;33.0;2.0;34101.0;M;licence;Data Scientist;59.78;non;0;10
8408;8408;08/06/2011;Hazel;51.0;12.0;42077.0;M;licence;Data Scientist;55.86;oui;0;6
8409;8409;19/07/2011;Hazel;38.0;12.0;32081.0;F;master;Data Engineer;75.2;non;0;14
8410;8410;09/06/2011;Marron;40.0;10.0;36497.0;F;master;Data Analyst;62.58;non;0;4
8411;8411;17/04/2010;Hazel;14.0;4.0;42655.0;F;licence;Data Steward;52.41;non;0;13
8412;8412;05/11/2011;Vert;32.0;8.0;33796.0;M;bac;Data Scientist;54.27;non;0;7
8413;8413;18/01/2011;Marron;59.0;3.0;31833.0;F;doctorat;Data Engineer;110.23;oui;0;5
8414;8414;03/11/2010;Marron;26.0;8.0;42844.0;M;master;Data Analyst;47.67;oui;0;8
8415;8415;03/04/2010;Marron;28.0;9.0;38052.0;F;licence;Data Scientist;47.21;non;0;6
8416;8416;06/08/2014;Hazel;46.0;10.0;34027.0;M;master;Data Scientist;74.6;non;0;12
8417;8417;06/10/2014;Hazel;27.0;12.0;36167.0;F;licence;Data Analyst;82.81;non;0;15
8418;8418;28/10/2010;Marron;24.0;10.0;42659.0;F;bac;Data Scientist;52.06;non;0;10
8419;8419;;Marron;26.0;7.0;39580.0;M;master;Data Scientist;52.82;non;0;13
8420;8420;24/08/2014;Marron;39.0;15.0;33272.0;F;master;Data Analyst;81.32;oui;0;7
8421;8421;30/10/2013;Bleu;38.0;11.0;41928.0;M;bac;Data Scientist;59.48;non;1;15
8422;8422;03/03/2013;Bleu;35.0;14.0;26247.0;F;master;Data Engineer;81.32;non;0;11
8423;8423;07/08/2011;Bleu;38.0;12.0;39623.0;M;licence;Data Scientist;70.33;non;0;14
8424;8424;02/05/2010;Vert;41.0;16.0;38009.0;M;bac;Data Scientist;39.12;non;0;8
8425;8425;26/05/2012;Vert;18.0;13.0;38461.0;M;bac;Data Scientist;49.18;non;0;5
8426;8426;17/04/2012;Marron;21.0;3.0;29036.0;F;doctorat;Data Analyst;108.75;oui;0;3
8427;8427;16/12/2012;Hazel;41.0;13.0;33555.0;M;master;Data Analyst;83.92;non;0;12
8428;8428;11/11/2013;Bleu;37.0;12.0;37814.0;M;bac;Data Scientist;63.32;non;0;10
8429;8429;18/04/2010;Hazel;15.0;7.0;35137.0;M;licence;Data Engineer;84.11;non;1;1
8430;8430;02/12/2013;Vert;26.0;11.0;39697.0;M;licence;Data Scientist;75.0;oui;0;7
8431;8431;18/10/2012;Marron;49.0;14.0;42279.0;F;master;Data Engineer;55.26;oui;0;6
8432;8432;08/05/2011;Marron;20.0;8.0;35088.0;M;doctorat;Data Scientist;92.18;oui;0;15
8433;8433;06/10/2011;Hazel;35.0;8.0;42264.0;M;licence;Data Engineer;54.82;oui;0;11
8434;8434;01/04/2012;Marron;28.0;8.0;38577.0;F;master;Data Scientist;87.98;non;0;3
8435;8435;18/09/2012;Bleu;43.0;11.0;42298.0;M;bac;Data Scientist;61.65;non;0;13
8436;8436;05/10/2011;Bleu;34.0;17.0;32354.0;M;licence;Data Scientist;53.42;non;0;6
8437;8437;18/01/2013;Bleu;33.0;10.0;29794.0;M;master;Data Scientist;92.14;non;1;13
8438;8438;07/11/2010;Bleu;38.0;11.0;50649.0;M;bac;Data Engineer;64.84;oui;0;10
8439;8439;18/01/2014;Hazel;44.0;11.0;40925.0;M;licence;Data Analyst;67.46;oui;0;7
8440;8440;13/02/2014;Bleu;22.0;10.0;40093.0;M;licence;Data Analyst;86.48;oui;0;9
8441;8441;19/11/2013;Vert;28.0;12.0;31977.0;M;licence;Data Scientist;89.15;oui;0;2
8442;8442;26/03/2014;Vert;44.0;13.0;31137.0;F;licence;Data Engineer;84.92;oui;0;3
8443;8443;25/11/2010;Marron;51.0;9.0;36870.0;F;doctorat;Data Engineer;103.92;oui;0;1
8444;8444;25/08/2014;Marron;38.0;10.0;38182.0;F;master;Data Engineer;69.63;oui;0;12
8445;8445;09/09/2014;Hazel;43.0;12.0;30486.0;M;doctorat;Data Steward;67.22;oui;0;8
8446;8446;23/01/2014;Hazel;27.0;10.0;33104.0;F;licence;Data Scientist;74.25;non;0;1
8447;8447;25/03/2010;Bleu;32.0;8.0;35659.0;F;bac;Data Analyst;69.54;non;0;1
8448;8448;24/09/2014;Bleu;32.0;11.0;32398.0;M;bac;Data Scientist;66.07;non;0;12
8449;8449;07/05/2010;Marron;35.0;14.0;37367.0;F;licence;Data Engineer;67.74;non;0;3
8450;8450;28/12/2011;Bleu;44.0;13.0;28320.0;F;master;Data Engineer;101.76;oui;0;3
8451;8451;04/02/2011;Marron;38.0;10.0;36147.0;F;master;Data Analyst;62.09;non;1;15
8452;8452;21/03/2012;Hazel;28.0;7.0;29824.0;M;master;Data Scientist;61.04;non;0;11
8453;8453;17/07/2012;Marron;31.0;7.0;35305.0;F;doctorat;Data Steward;67.71;oui;0;12
8454;8454;05/05/2010;Hazel;24.0;11.0;38573.0;M;licence;Data Analyst;74.26;non;0;11
8455;8455;19/09/2011;Vert;35.0;13.0;26291.0;M;bac;Data Scientist;69.26;non;0;11
8456;8456;27/03/2012;Bleu;16.0;9.0;33353.0;M;master;;95.05;oui;0;7
8457;8457;24/03/2014;Hazel;51.0;13.0;36851.0;M;licence;Data Scientist;46.9;non;0;7
8458;8458;06/06/2014;Hazel;33.0;9.0;33194.0;M;master;Data Scientist;48.79;non;0;8
8459;8459;25/10/2011;Bleu;39.0;9.0;42600.0;M;master;Data Scientist;95.23;oui;1;9
8460;8460;21/10/2010;Hazel;28.0;14.0;42684.0;M;licence;Data Scientist;63.51;non;0;7
8461;8461;01/12/2011;Marron;35.0;12.0;37923.0;M;master;Data Scientist;61.25;oui;1;2
8462;8462;14/02/2013;Hazel;25.0;13.0;39413.0;M;master;Data Scientist;62.81;oui;0;8
8463;8463;15/09/2013;Marron;34.0;13.0;38869.0;M;master;Data Analyst;63.46;oui;0;8
8464;8464;01/08/2014;Marron;52.0;9.0;24892.0;M;master;Data Scientist;70.56;non;0;3
8465;8465;28/08/2011;Bleu;28.0;11.0;35233.0;F;master;Data Engineer;99.56;oui;0;13
8466;8466;27/06/2011;Marron;37.0;11.0;42611.0;M;master;Data Engineer;68.77;oui;0;2
8467;8467;01/09/2012;Hazel;35.0;10.0;33219.0;M;master;Data Scientist;75.54;non;1;11
8468;8468;02/07/2013;Marron;43.0;8.0;34151.0;M;doctorat;Data Analyst;78.2;oui;0;2
8469;8469;20/02/2014;Marron;32.0;11.0;39893.0;F;master;Data Steward;85.93;oui;0;10
8470;8470;18/04/2010;Bleu;33.0;6.0;36599.0;M;licence;Data Engineer;71.32;oui;0;5
8471;8471;04/03/2012;Marron;37.0;6.0;38373.0;F;master;Data Engineer;63.31;non;1;9
8472;8472;29/05/2012;Bleu;32.0;15.0;33127.0;M;licence;Data Scientist;78.8;non;0;5
8473;8473;12/10/2013;Bleu;34.0;4.0;42052.0;M;licence;Data Scientist;56.19;oui;0;11
8474;8474;08/09/2014;Hazel;42.0;11.0;37396.0;M;master;Data Scientist;86.72;oui;0;1
8475;8475;03/11/2013;Marron;42.0;8.0;32866.0;F;master;Data Scientist;52.55;non;1;3
8476;8476;27/03/2011;Hazel;38.0;9.0;30687.0;M;master;Data Scientist;72.8;non;0;12
8477;8477;27/07/2010;Marron;17.0;9.0;37648.0;F;master;Data Scientist;59.28;oui;1;4
8478;8478;10/05/2012;Bleu;42.0;4.0;35999.0;F;licence;Data Scientist;86.42;non;0;8
8479;8479;30/09/2014;Marron;27.0;5.0;33348.0;M;doctorat;Data Engineer;83.03;oui;0;15
8480;8480;27/02/2014;Marron;45.0;8.0;34301.0;F;master;Data Engineer;85.73;non;0;12
8481;8481;29/09/2012;Hazel;15.0;8.0;33963.0;M;master;Data Scientist;76.96;non;1;11
8482;8482;26/03/2012;Marron;46.0;10.0;38280.0;M;master;Data Analyst;76.49;oui;0;14
8483;8483;11/05/2014;Marron;38.0;7.0;36351.0;F;licence;Data Analyst;71.54;non;0;10
8484;8484;28/01/2011;Marron;38.0;10.0;39104.0;M;doctorat;Data Scientist;73.44;oui;0;1
8485;8485;14/11/2011;Marron;26.0;14.0;29470.0;M;doctorat;Data Scientist;94.61;oui;0;8
8486;8486;07/06/2010;Marron;52.0;5.0;34262.0;F;licence;Data Engineer;53.53;non;0;10
8487;8487;17/12/2014;Hazel;27.0;8.0;35548.0;M;master;Data Engineer;72.48;oui;0;8
8488;8488;04/11/2013;Hazel;40.0;4.0;33346.0;F;licence;Data Scientist;65.26;non;1;12
8489;8489;07/08/2013;Hazel;34.0;11.0;32599.0;M;master;Data Scientist;70.57;non;0;15
8490;8490;22/12/2010;Hazel;36.0;11.0;35673.0;M;master;Data Scientist;69.83;non;1;12
8491;8491;27/11/2013;Bleu;34.0;7.0;30770.0;M;bac;Data Scientist;39.06;non;0;4
8492;8492;16/04/2012;Bleu;21.0;8.0;33288.0;M;licence;Data Scientist;59.98;non;0;7
8493;8493;16/12/2013;Hazel;26.0;7.0;35394.0;F;licence;Data Scientist;76.61;non;0;3
8494;8494;11/11/2010;Marron;18.0;14.0;45624.0;M;licence;Data Scientist;35.52;non;0;12
8495;8495;30/07/2012;Bleu;56.0;7.0;35981.0;M;licence;Data Analyst;67.91;oui;0;5
8496;8496;09/08/2010;Bleu;40.0;12.0;38941.0;M;licence;Data Scientist;51.86;non;0;9
8497;8497;12/08/2011;Hazel;46.0;12.0;36745.0;M;master;Data Scientist;85.44;oui;0;12
8498;8498;09/07/2012;Bleu;47.0;7.0;40897.0;F;bac;Data Engineer;51.03;non;0;11
8499;8499;15/12/2010;Bleu;40.0;7.0;29889.0;F;licence;Data Engineer;78.35;non;0;7
8500;8500;20/11/2014;Vert;32.0;6.0;24453.0;M;licence;Data Scientist;93.28;non;0;1
8501;8501;20/12/2011;Marron;50.0;10.0;30028.0;M;doctorat;Data Scientist;62.16;non;1;9
8502;8502;24/06/2013;Bleu;35.0;3.0;34775.0;M;licence;Data Scientist;48.74;non;0;15
8503;8503;17/07/2010;Bleu;60.0;9.0;45858.0;M;licence;Data Engineer;61.04;oui;0;10
8504;8504;27/02/2011;Hazel;29.0;11.0;32341.0;M;master;Data Scientist;64.9;non;0;7
8505;8505;17/11/2010;Bleu;32.0;11.0;45584.0;M;bac;Data Analyst;47.15;non;0;15
8506;8506;28/04/2010;Marron;20.0;9.0;23412.0;F;doctorat;Data Engineer;87.52;oui;0;2
8507;8507;05/05/2011;Marron;44.0;10.0;33481.0;F;doctorat;Data Engineer;90.6;oui;0;15
8508;8508;27/12/2014;Hazel;40.0;9.0;31967.0;M;master;Data Scientist;76.77;non;1;8
8509;8509;24/10/2010;Vert;29.0;3.0;29877.0;F;bac;Data Analyst;83.16;non;0;11
8510;8510;28/04/2012;Bleu;54.0;13.0;32030.0;M;licence;Data Engineer;81.91;oui;0;1
8511;8511;20/08/2014;Hazel;16.0;12.0;44978.0;M;bac;Data Scientist;35.23;non;1;13
8512;8512;31/01/2010;Hazel;26.0;8.0;38600.0;M;licence;Data Analyst;50.04;non;0;3
8513;8513;10/07/2012;Bleu;27.0;8.0;37785.0;M;licence;Data Analyst;62.34;non;0;6
8514;8514;12/11/2014;Marron;42.0;14.0;32884.0;F;master;Data Engineer;84.15;oui;0;10
8515;8515;09/05/2013;Marron;12.0;7.0;41295.0;M;licence;Data Engineer;51.13;oui;0;1
8516;8516;12/02/2011;Marron;52.0;9.0;41349.0;F;bac;Data Scientist;48.38;non;0;5
8517;8517;04/06/2011;Marron;35.0;12.0;40381.0;F;licence;Data Scientist;63.69;non;0;1
8518;8518;11/11/2010;Vert;37.0;9.0;27261.0;F;licence;Data Scientist;104.79;non;0;4
8519;8519;14/11/2010;Marron;48.0;10.0;36985.0;F;master;Data Steward;73.4;oui;0;4
8520;8520;27/07/2011;Hazel;54.0;15.0;35906.0;M;master;Data Analyst;80.95;oui;0;11
8521;8521;14/03/2011;Bleu;36.0;6.0;35621.0;F;licence;Data Steward;61.01;non;0;9
8522;8522;14/12/2010;Bleu;22.0;6.0;33530.0;M;licence;Data Scientist;67.53;non;0;1
8523;8523;09/07/2011;Hazel;39.0;10.0;37107.0;F;master;Data Engineer;113.1;oui;0;6
8524;8524;30/03/2013;Bleu;34.0;11.0;32919.0;F;master;Data Engineer;94.38;oui;0;9
8525;8525;23/02/2012;Hazel;25.0;14.0;32517.0;M;doctorat;Data Scientist;85.95;oui;0;1
8526;8526;24/04/2014;Vert;39.0;11.0;28573.0;M;licence;Data Scientist;82.74;non;0;4
